address,label_1,label_2,label_3,label_4,label_5,label_6
5gcNUSYdHkggsxLCDDzpE5PFm9BioZo7mrbC5dvLsJ5m,Smart Money 54(What smart money buy),,,,,
BWAXnnyi5MDsLoQGJ2QprPEe9zSe9dcNwak6bFaq3wRB,早期18 上人可跟(金狗秘籍),Smart Money 55(What smart money buy),,,,
6JJdhkhk2fsxJcv5f2pEfrkMfHDe6bJSWT6JF2pUXGAK,Smart Money 56(What smart money buy),,,,,
4Vg8eMEQ8hdiFfkwLJnjxDcRTX88TUc8w9hvsokvNS2q,Smart Money 57(What smart money buy),,,,,
5ALWWdyNW49HLKUSkj27LVeuqYWX6wY1ZxGHsF41eVnY,Smart Money 59(What smart money buy),,,,,
DJkPJC6N7Hc47HzoeCTm6GnA9uVa3nduyTXavweL4YB8,SM61 网格机器人(What smart money buy),,,,,
4dAroqRjhybdrkAS1BDHSm1137vc1TNzrhWPPd5i9vbK,Smart Money 62(What smart money buy),,,,,
9qkw1M8VmFAqZvvsyXromDx4voFfHrsE1Gzmws9PY9At,Smart Money 63(What smart money buy),,,,,
AfEnd11q8eu3xusJ9kYvRH1b63o8y5C9pFeP1dK5CX2d,Smart Money 64(What smart money buy),,,,,
C1BpVrTbSdjF5qhfXcjdA6vF9RQN9UAkEf5KFxa8AVmZ,Smart Money 66(What smart money buy),,,,,
5Sb8odYw11j2F3bH1DTTVVxtyZq3eygZUkB61NVqp7f2,Smart Money 67(What smart money buy),,,,,
E4PfQC8gbxT1miUc9sf3ooSSx2yc2pVwdLU8f7grmKtV,Smart Money 68(What smart money buy),,,,,
HPkQu4osTzt3reYjYX8CHufGCGgHesc7PqG6WdhcY4p9,中后期选手66 跟风(金狗秘籍),Smart Money 69(What smart money buy),,,,
FKRtL4cSa8XxxcBUCka8UwVboheJCYaV1oyEPGa4eg3B,Smart Money 70(What smart money buy),,,,,
7A4x4kL8LZgKyNb8deE9xM5wH7jhLLFPJJatZqtfAjGr,Smart Money 71(What smart money buy),,,,,
3SfMd2vmrKqQHbq898nvqtZNbogjDEcANcUGmRaeV4bN,Smart Money 74(What smart money buy),,,,,
8nzbEN3FKUeayEhWkmEc3NP8NBChJjUt969UhDr1Qvk7,Smart Money 75(What smart money buy),,,,,
EtDE5iBoPmhQNMvEphsy2rxUdNzMCRUkbv5R2y8kgfo2,Smart Money 76(What smart money buy),,,,,
2vkYVxq7HqrB2dzUH4VQ28wGAzv5c6ySt5uqPss5rGTJ,Smart Money 77(What smart money buy),,,,,
HvHX9Q89eMJvEZXYFfG12AyTWmTqRPF1QkGVQfhj9Qym,Smart Money 78(What smart money buy),,,,,
BstRMYHnZLJxEjcsPfGhK3PYQephrLmmmwmKVipJn6cH,Smart Money 79(What smart money buy),,,,,
4EsY8HQB4Ak65diFrSHjwWhKSGC8sKmnzyusM993gk2w,眼光不错赚的不多(Mason的金狗猎手频道),聪明钱011(Money Never Sleeps),早期侦察犬6(金狗秘籍),Smart Money 80(What smart money buy),,
Cd4qXCNDyeqesG5pGD4MSsYx3eyTVyNMhxSktP8tUPci,百战百胜.sol(精选聪明钱 & KOL 地址),,,,,
27nKnCT3DD5NLJw3xbq3KDL3thx6KTe6DmrRCbi2uszE,@machibigbrother 麻吉大哥(精选聪明钱 & KOL 地址),,,,,
2aDBRNNdGEnCq2Av6Wz447CqgdEbmEaDudfGW1M85MAC,@BillyM2k 狗狗币founder(精选聪明钱 & KOL 地址),,,,,
3TS4gKNUUx1ZAKCQ374vH6ZBJchWJKKTp32LDmSFKzhQ,James(@corleonefnf)(精选聪明钱 & KOL 地址),,,,,
3RnKNpzX5Nd7PTZBEVrYXVrHyu8Erbbo23QeXtWMTjaZ,@Solshotta(精选聪明钱 & KOL 地址),,,,,
3ESYpN6WpEdN5syU5ohucpfEC8txmoF8VFpeJwRdnVHm,@ShockedJS(精选聪明钱 & KOL 地址),,,,,
5R4RJojpoKNwBcJNgVYGtwXdmhyEHWXGDBQqUnSpLfcW,goat创始人(@AndyAyrey)(精选聪明钱 & KOL 地址),,,,,
5h1jGMwjhBNTQRrwzyBaBCEgxkgzfThErhtB37B3FVVn,0xSun 狙击(@0xSunNFT)(精选聪明钱 & KOL 地址),,,,,
5D6UYcnKqSHhYZUcezDaykATzu573bRM2QRurEUqQJp6,阿比(@taulebiii)(精选聪明钱 & KOL 地址),,,,,
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t,早期侦察犬稳(金狗秘籍),Mitch(@idrawline)(精选聪明钱 & KOL 地址),,,,
4J5rDTvRbzjuKkB4B9rvNEvDz6f1BEBzUVT5mdctKHoT,低频高胜大聪明(Mason的金狗猎手频道),低频高收益(聚宝盆),低频高收益1(精选聪明钱 & KOL 地址),,,
6SUbbuWy65jcMU62Hqui44yCSwbCRTnKoKodtzuxqrrL,Sol基金会创始人Toly(@aeyakovenko)(精选聪明钱 & KOL 地址),,,,,
7DKLZRzFrwu4dTUkJDYkMBbeRkGRfGHo6mFnH2tYSExk,镭射猫(@BitCloutCat)(精选聪明钱 & KOL 地址),,,,,
75ugq4BnAApScig3D4w8Urx7ujXKDYc1VTEvzafFbabT,镭射猫(@BitCloutCat)(精选聪明钱 & KOL 地址),,,,,
7iSG5y8f4DHtUEPLcgWQnJso99JRB51opyaRoH8qWZ8r,镭射猫(@BitCloutCat)(精选聪明钱 & KOL 地址),,,,,
8CcSMDuzoRcBZ36uggJN9Fq8y2hGXeHifWxRFkuXM5t5,辉哥sol(@7488eth)(精选聪明钱 & KOL 地址),,,,,
6W7kV1Ym3Uaw1vkA6Fu96GbEwypGeCVJS9Eb5oNbpCW8,QWERTY(@Quanterty)(精选聪明钱 & KOL 地址),,,,,
8K5276kWCmRnS1TLTAKxRznM6NehtHkqCVWxcQhzHrwF,lasercat（sol3(聚宝盆),猫哥大号(@BitCloutCat)(精选聪明钱 & KOL 地址),,,,
DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,DNF(Mason的金狗猎手频道),顶级聪明钱4(顶级叙事聪明钱汇总),DNF(@Ga__ke)(Money Never Sleeps),聪明钱@Ga__ke(聚宝盆),热度可以 dnf(金狗秘籍),Gake DNF聪明钱(@Ga__ke)(精选聪明钱 & KOL 地址)
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,JAMES(@corleonefnf)(Money Never Sleeps),猴哥(@corleonefnf)(精选聪明钱 & KOL 地址),,,,
6vdXD7uu4zBXMjWecqMPWGsy5H7dSQXSYJS4gNqGbvTt,0xEdwin999(Mason的金狗猎手频道),顶级聪明钱45(顶级叙事聪明钱汇总),3dwen(@0xEdwin999)(Money Never Sleeps),@0xEdwin999(聚宝盆),热点追的快 晚上稳(金狗秘籍),3dwen(@0xEdwin999)(精选聪明钱 & KOL 地址)
8zFZHuSRuDpuAR7J6FzwyF3vKNx4CVW3DFHJerQhc7Zd,高盈利巨鲸(Mason的金狗猎手频道),顶级聪明钱18(顶级叙事聪明钱汇总),POW(@traderpow)(Money Never Sleeps),中线选手 大亏大赚(金狗秘籍),POW(@traderpow)(精选聪明钱 & KOL 地址),
AMTmcPLHDQ6NU8AVjVkGqN15HyNkTsnAPREGodLCMpVS,yelo(@yelotree)(Money Never Sleeps),yelo(@yelotree)(精选聪明钱 & KOL 地址),,,,
9rE5Wp6j9CPu7fVzJ9PsT18Jy5Hdn6MFTPgrBb2x2Aup,王小二3(金狗秘籍),王小二2(精选聪明钱 & KOL 地址),,,,
8eKPLevBTQoQ6v5ABWsJYSA3vJgCy8N2cPVMFLQ2y5tT,聪明钱003(Money Never Sleeps),早期热度跟风 无参考(金狗秘籍),以小博大高胜率1(精选聪明钱 & KOL 地址),,,
E57hYjjwNAnvXe67C1q7nKRdC2jWMRGLWAJsBJAJrgzR,聪明钱007(Money Never Sleeps),中后期趋势 喜欢追高(金狗秘籍),高胜率2(精选聪明钱 & KOL 地址),,,
4qWmgHK2MU52L11sFcwnzqCz4UPXBpH3f4Tk8rpaQQ56,985学长1(@Unipioneer)(精选聪明钱 & KOL 地址),,,,,
Gf9XgdmvNHt8fUTFsWAccNbKeyDXsgJyZN8iFJKg5Pbd,985学长(Mason的金狗猎手频道),985学长(@Unipioneer)(Money Never Sleeps),会找热度的选手 稳(金狗秘籍),985学长2(@Unipioneer)(精选聪明钱 & KOL 地址),,
CK15zgbG3SSbCFtfnn5TFKswzBxSTWSvaDNoVBgbKYu,冲动冲动再冲动(Mason的金狗猎手频道),威猛先生(@3W5fec)(Money Never Sleeps),威猛先生(精选聪明钱 & KOL 地址),,,
DrvR5Xn84VJ2HABTP3SnFi3V4W7EpZS6djoJC7HATeTg,龙头聪明钱(Mason的金狗猎手频道),Sencrazy(@Sencrazy_)(Money Never Sleeps),Sencrazy(化石手 胜率一般但盈利夸张)(精选聪明钱 & KOL 地址),,,
3SYQn32YG7XowiCzXKuXqnqBWtFvQDp3WeK36eE8rTEi,凉粉小刀(Mason的金狗猎手频道),凉粉小刀(@liangfenxiaodao)(Money Never Sleeps),凉粉小刀(聚宝盆),凉粉小刀(@liangfenxiaodao)(精选聪明钱 & KOL 地址),,
JCqSTuTzk2EHyAUv7VRq8SNZcQhuKT5ATsBJSe9TXz91,0xace(@0xace_eth)(Money Never Sleeps),宝宝很稳 9号(金狗秘籍),0xace(@0xace_eth)(精选聪明钱 & KOL 地址),,,
8yJFWmVTQq69p6VJxGwpzW7ii7c5J9GRAtHCNMMQPydj,顶级聪明钱15(顶级叙事聪明钱汇总),Lexapro(@LexaproTrader)(Money Never Sleeps),热点趋势6 连续重仓上(金狗秘籍),@LexaproTrader(精选聪明钱 & KOL 地址),,
FpCgGwrowtdTM8hhHtP3o2shRJqThpnodEk3JG1bkPfx,jintao(Mason的金狗猎手频道),jingtao(聚宝盆),Jingtao(@muzzyvermillion)(精选聪明钱 & KOL 地址),,,
CoXccZ3RqJGHQspgei4NdMCW2No1EtTCgevy9CYwaNey,daxiao(@cryptoxiao1127)(Money Never Sleeps),daxiao(@cryptoxiao1127)(精选聪明钱 & KOL 地址),,,,
G1pRtSyKuWSjTqRDcazzKBDzqEF96i1xSURpiXj3yFcc,CryptoD(Mason的金狗猎手频道),顶级聪明钱9(顶级叙事聪明钱汇总),CryptoD(@CryptoDevinL)(Money Never Sleeps),CryptoD 超小亏超大赚(聚宝盆),重仓 有人上跟(金狗秘籍),CryptoD(@CryptoDevinL)(精选聪明钱 & KOL 地址)
HaZtFxgw99iM97LxmwFuDW6k4MP1XwsWTGoy7GUoSELj,Cobie(@cobie)(精选聪明钱 & KOL 地址),,,,,
Ay9wnuZCRTceZJuRpGZnuwYZuWdsviM4cMiCwFoSQiPH,冷静哥(Mason的金狗猎手频道),冷静(@hexiecs)(Money Never Sleeps),冷静(聚宝盆),冷静(@hexiecs)(精选聪明钱 & KOL 地址),,
HYWo71Wk9PNDe5sBaRKazPnVyGnQDiwgXCFKvgAQ1ENp,聪明钱002(Money Never Sleeps),中线选手06 跟趋势(金狗秘籍),暴击巨鲸，埋伏小市值的盈利很高(精选聪明钱 & KOL 地址),,,
8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,cooker(Mason的金狗猎手频道),Cooker(@CookerFlips)(Money Never Sleeps),him疑似(聚宝盆),重仓 好标 容易被埋(金狗秘籍),Cooker(@CookerFlips)(精选聪明钱 & KOL 地址),
DxjmHXm1p7cs8Tezdf2EJm5xnwp9QC2E8CbfD1aXeH1j,顶级聪明钱74(顶级叙事聪明钱汇总),him(@himgajria)(Money Never Sleeps),him(@himgajria) AI喊单王(精选聪明钱 & KOL 地址),,,
DKgvpfttzmJqZXdavDwTxwSVkajibjzJnN2FA99dyciK,聪明钱1（偶尔内幕）(精选聪明钱 & KOL 地址),,,,,
AizQEJBiDZqKoLZgvJPJ4gJEL3XK6KpmxzfBdWr7PqHd,冷静2(@hexiecs)(精选聪明钱 & KOL 地址),,,,,
8gVvzKbdnuPqyPhjodZkgwGCzuXANSbRRuWQb9kLNWjQ,Ed_x區塊日記2(@Ed_x0101)(精选聪明钱 & KOL 地址),,,,,
2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH,Ed_x區塊日記(@Ed_x0101)(精选聪明钱 & KOL 地址),,,,,
4uHmfcXL1Er4NCe7uXX8SYSQvQx9egfqpMCZSAi3R4LV,巨鲸聪明钱2(精选聪明钱 & KOL 地址),,,,,
GpNbukV5nggkJfsEEbKrJaZkdgYcNWCAaD91Mi4MmGQi,jingtao(Mason的金狗猎手频道),巨鲸聪明钱1(精选聪明钱 & KOL 地址),,,,
